1	1	1	72
1	2	3	72
1	3	4	72
1	4	4	71
1	5	3	71
1	6	1	71
1	7	-1	72
1	8	2	72
1	9	0	71
1	10	2	71
1	11	-1	71
1	12	-2	71
1	13	-4	72
1	14	0	72
1	15	-4	71
1	16	-2	72
1	17	-3	72
1	18	-3	71
2	1	1	2
2	2	3	2
2	3	4	2
2	4	4	1
2	5	3	1
2	6	1	1
2	7	-1	2
2	8	2	2
2	9	0	1
2	10	2	1
2	11	-1	1
2	12	-2	1
2	13	-4	2
2	14	0	2
2	15	-4	1
2	16	-2	2
2	17	-3	2
2	18	-3	1
3	1	1	4
3	2	3	4
3	3	4	4
3	4	4	3
3	5	3	3
3	6	1	3
3	7	-1	4
3	8	2	4
3	9	0	3
3	10	2	3
3	11	-1	3
3	12	-2	3
3	13	-4	4
3	14	0	4
3	15	-4	3
3	16	-2	4
3	17	-3	4
3	18	-3	3
4	1	-1	9
4	2	-3	9
4	3	-4	9
4	4	-4	10
4	5	-3	10
4	6	-1	10
4	7	1	9
4	8	-2	9
4	9	0	10
4	10	-2	10
4	11	1	10
4	12	2	10
4	13	4	9
4	14	0	9
4	15	4	10
4	16	2	9
4	17	3	9
4	18	3	10
5	1	-1	7
5	2	-3	7
5	3	-4	7
5	4	-4	8
5	5	-3	8
5	6	-1	8
5	7	1	7
5	8	-2	7
5	9	0	8
5	10	-2	8
5	11	1	8
5	12	2	8
5	13	4	7
5	14	0	7
5	15	4	8
5	16	2	7
5	17	3	7
5	18	3	8
6	1	-1	5
6	2	-3	5
6	3	-4	5
6	4	-4	6
6	5	-3	6
6	6	-1	6
6	7	1	5
6	8	-2	5
6	9	0	6
6	10	-2	6
6	11	1	6
6	12	2	6
6	13	4	5
6	14	0	5
6	15	4	6
6	16	2	5
6	17	3	5
6	18	3	6
7	1	-1	15
7	2	-3	15
7	3	-4	15
7	4	-4	16
7	5	-3	16
7	6	-1	16
7	7	1	15
7	8	-2	15
7	9	0	16
7	10	-2	16
7	11	1	16
7	12	2	16
7	13	4	15
7	14	0	15
7	15	4	16
7	16	2	15
7	17	3	15
7	18	3	16
8	1	-1	13
8	2	-3	13
8	3	-4	13
8	4	-4	14
8	5	-3	14
8	6	-1	14
8	7	1	13
8	8	-2	13
8	9	0	14
8	10	-2	14
8	11	1	14
8	12	2	14
8	13	4	13
8	14	0	13
8	15	4	14
8	16	2	13
8	17	3	13
8	18	3	14
9	1	-1	11
9	2	-3	11
9	3	-4	11
9	4	-4	12
9	5	-3	12
9	6	-1	12
9	7	1	11
9	8	-2	11
9	9	0	12
9	10	-2	12
9	11	1	12
9	12	2	12
9	13	4	11
9	14	0	11
9	15	4	12
9	16	2	11
9	17	3	11
9	18	3	12
10	1	1	18
10	2	3	18
10	3	4	18
10	4	4	17
10	5	3	17
10	6	1	17
10	7	-1	18
10	8	2	18
10	9	0	17
10	10	2	17
10	11	-1	17
10	12	-2	17
10	13	-4	18
10	14	0	18
10	15	-4	17
10	16	-2	18
10	17	-3	18
10	18	-3	17
11	1	1	20
11	2	3	20
11	3	4	20
11	4	4	19
11	5	3	19
11	6	1	19
11	7	-1	20
11	8	2	20
11	9	0	19
11	10	2	19
11	11	-1	19
11	12	-2	19
11	13	-4	20
11	14	0	20
11	15	-4	19
11	16	-2	20
11	17	-3	20
11	18	-3	19
12	1	1	22
12	2	3	22
12	3	4	22
12	4	4	21
12	5	3	21
12	6	1	21
12	7	-1	22
12	8	2	22
12	9	0	21
12	10	2	21
12	11	-1	21
12	12	-2	21
12	13	-4	22
12	14	0	22
12	15	-4	21
12	16	-2	22
12	17	-3	22
12	18	-3	21
13	1	1	24
13	2	3	24
13	3	4	24
13	4	4	23
13	5	3	23
13	6	1	23
13	7	-1	24
13	8	2	24
13	9	0	23
13	10	2	23
13	11	-1	23
13	12	-2	23
13	13	-4	24
13	14	0	24
13	15	-4	23
13	16	-2	24
13	17	-3	24
13	18	-3	23
14	1	1	26
14	2	3	26
14	3	4	26
14	4	4	25
14	5	3	25
14	6	1	25
14	7	-1	26
14	8	2	26
14	9	0	25
14	10	2	25
14	11	-1	25
14	12	-2	25
14	13	-4	26
14	14	0	26
14	15	-4	25
14	16	-2	26
14	17	-3	26
14	18	-3	25
15	1	1	28
15	2	3	28
15	3	4	28
15	4	4	27
15	5	3	27
15	6	1	27
15	7	-1	28
15	8	2	28
15	9	0	27
15	10	2	27
15	11	-1	27
15	12	-2	27
15	13	-4	28
15	14	0	28
15	15	-4	27
15	16	-2	28
15	17	-3	28
15	18	-3	27
16	1	-1	33
16	2	-3	33
